X1.x,doi,abstract,published_abstract_source,published_abstract_source_notes,change_outcomes,difflib standard change_ratio,exclude,Word_raw_char_change,Word_change_ratio,1_annotations,1+_annotations,1-_annotations,significant_annotations,Highest_change,X1.y,source,posted_date,covid_preprint,title,n_versions,n_words,n_refs,n_figs,n_tables,license,type,category,authors,n_authors,author_corresponding,author_corresponding_institution,institution_match_score,institution_match_type,institution_match_name,institution_match_country_name,institution_match_country_code,published_doi.x,published_title,published_date,published_journal,published_publisher,delay_in_days,published_article_is_oa,published_article_oa_status,published_journal_is_oa
82,10.1101/2020.01.31.20019901,"An outbreak of the novel coronavirus 2019-nCoV has led to 7818 cases as of 30th January 2020. Understanding the transmission dynamics of the infection is crucial for evaluating the likely effectiveness of control measures and potential for sustained transmission to occur in new areas. We combined a stochastic transmission model with data on cases 2019-nCoV in Wuhan and exported cases originating in Wuhan to estimate how transmission had varied over time and the likely prevalence of symptomatic cases in the city as of 23rd January 2020. Based on these estimates, we then calculated the probability that newly introduced cases would generate outbreaks in other areas. We estimated that the median reproduction number, R, fluctuated between 1.6-2.9 from mid-December to mid-January 2020. We found that the US, Australia and France had more confirmed cases with travel history to Wuhan than the model predicted, and estimated that there were 29,500 (14,300-85,700) prevalent symptomatic cases in Wuhan on 23rd January 2020, when travel restrictions were introduced. Based on our estimates of R, we calculated that in locations with similar transmission potential as Wuhan, once there are more than three introduced cases, there is a more than 50% chance the infection will establish within that population. Our results show that 2019-nCoV has substantial potential for ongoing human-to-human transmission, and exported cases from Wuhan may have increased prior to travel restrictions being introduced on 23rd January 2020. As more cases arrive in international locations, it is likely many chains of transmission will fail to establish initially, but may still cause new outbreaks eventually.",Copied,NA,0,0.867904621,keep,3052,0.684743617,14,5,2,3,2,63005,medrxiv,02/02/2020,TRUE,Early dynamics of transmission and control of 2019-nCoV: a mathematical modelling study,2,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,infectious diseases,"Kucharski, A. J.; Russell, T. W.; Diamond, C.; CMMID nCoV working group,  ; Funk, S.; Eggo, R. M.",6,Adam J Kucharski,London School of Hygiene & Tropical Medicine,NA,NA,NA,NA,NA,10.1016/s1473-3099(20)30144-4,Early dynamics of transmission and control of COVID-19: a mathematical modelling study,12/03/2020,The Lancet Infectious Diseases,Elsevier BV,39,TRUE,hybrid,FALSE
83,10.1101/2020.01.31.928796,"SummaryGenome Detective is a web-based, user-friendly software application to quickly and accurately assemble all known virus genomes from next generation sequencing datasets. This application allows the identification of phylogenetic clusters and genotypes from assembled genomes in FASTA format. Since its release in 2019, we have produced a number of typing tools for emergent viruses that have caused large outbreaks, such as Zika and Yellow Fever Virus in Brazil. Here, we present The Genome Detective Coronavirus Typing Tool that can accurately identify novel coronavirus (2019-nCoV) sequences isolated in China and around the world. The tool can accept up to 2,000 sequences per submission and the analysis of a new whole genome sequence will take approximately one minute. The tool has been tested and validated with hundreds of whole genomes from ten coronavirus species, and correctly classified all of the SARS-related coronavirus (SARSr-CoV) and all of the available public data for 2019-nCoV. The tool also allows tracking of new viral mutations as the outbreak expands globally, which may help to accelerate the development of novel diagnostics, drugs and vaccines.
 
 
 
 
 
 AvailabilityAvailable online: https://www.genomedetective.com/app/typingtool/cov
 
 
 
 
 
 * Contactkoen@emweb.be and deoliveira@ukzn.ac.za
 
 
 
 
 
 Supplementary informationSupplementary data is available online.",Copied,NA,1,0.569195578,keep,375,0.139153641,1,1,0,0,1,32777,biorxiv,02/02/2020,TRUE,Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes,1,1995,17,1,0,cc_by_nd,new results,bioinformatics,"Cleemput, S.; Dumon, W.; Fonseca, V.; Abdool Karim, W.; Giovanetti, M.; Alcantara, L. C. J.; Deforche, K.; de Oliveira, T.",8,Tulio de Oliveira,"KwaZulu-Natal Research Innovation and Sequencing Platform (KRISP), University of KwaZulu-Natal",1,PHRASE,University of KwaZulu-Natal,South Africa,ZA,10.1093/bioinformatics/btaa145,Genome Detective Coronavirus Typing Tool for rapid identification and characterization of novel coronavirus genomes,25/02/2020,Bioinformatics,Oxford University Press (OUP),23,TRUE,hybrid,FALSE
84,10.1101/2020.02.02.931162,"There is rising global concern for the recently emerged novel Coronavirus (2019-nCov). Full genomic sequences have been released by the worldwide scientific community in the last few weeks in order to understand the evolutionary origin and molecular characteristics of this virus. Taking advantage of all the genomic information currently available, we constructed a phylogenetic tree including also representatives of other coronaviridae, such as Bat coronavirus (BCoV) and SARS. We identified specific BCoV genomes which appear to be the closest relative to the new virus, with protein sequence identity of 91.1%, providing further evidence for a zoonotic origin of 2019-nCoV. We also detected low variability within the available 2019-nCoV specimens sequenced so far, despite a few hyper-variable genomic hotspots. Finally, we perform a full proteomic comparison with other coronaviridae, identifying key aminoacidic differences to model anti-viral strategies on.",Copied,NA,0,0.386223278,keep,768,0.373871734,2,7,1,0,1,33012,biorxiv,04/02/2020,TRUE,Phylogenomic analysis of the 2019-nCoV coronavirus,2,1844,17,4,1,cc_by_nc,new results,bioinformatics,"Ceraolo, C.; Giorgi, F. M.",2,Federico M Giorgi,University of Bologna,1,PHRASE,University of Bologna,Italy,IT,10.1002/jmv.25700,Genomic variance of the 2019-nCoV coronavirus,06/02/2020,Journal of Medical Virology,Wiley,2,TRUE,bronze,FALSE
85,10.1101/2020.02.03.20020248,"A total of 565 Japanese citizens were evacuated from Wuhan, China to Japan. All passengers were screened for symptoms and also undertook reverse transcription polymerase chain reaction testing, identifying 5 asymptomatic and 7 symptomatic passengers testing positive for 2019-nCoV. We show that the screening result is suggestive of the asymptomatic ratio at 41.6%.",No Abstract ('To the Editor...'),NA,0,NA,exclude,NA,NA,0,0,0,0,0,63110,medrxiv,11/02/2020,TRUE,Estimation of the asymptomatic ratio of novel coronavirus (2019-nCoV) infections among passengers on evacuation flights,2,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,epidemiology,"Nishiura, H.; Kobayashi, T.; Miyama, T.; Suzuki, A.; Jung, S.; Hayashi, K.; Kinoshita, R.; Yang, Y.; Yuan, B.; Akhmetzhanov, A. R.; Linton, N. M.",11,Hiroshi Nishiura,Hokkaido University,1,PHRASE,Hokkaido University,Japan,JP,10.1016/j.ijid.2020.03.020,Estimation of the asymptomatic ratio of novel coronavirus infections (COVID-19),14/03/2020,International Journal of Infectious Diseases,Elsevier BV,32,TRUE,gold,TRUE
86,10.1101/2020.02.03.933226,"The beginning of 2020 has seen the emergence of the 2019 novel coronavirus (2019-nCoV) outbreak. Since the first reported case in the Wuhan city of China, 2019-nCoV has spread to other cities in China as well as to multiple countries across four continents. There is an imminent need to better understand this novel virus and to develop ways to control its spread. In this study, we sought to gain insights for vaccine design against 2019-nCoV by considering the high genetic similarity between 2019-nCoV and the Severe Acute Respiratory Syndrome coronavirus (SARS-CoV), and leveraging existing immunological studies of SARS-CoV. By screening the experimentally-determined SARS-CoV-derived B cell and T cell epitopes in the immunogenic structural proteins of SARS-CoV, we identified a set of B cell and T cell epitopes derived from the spike (S) and nucleocapsid (N) proteins that map identically to 2019-nCoV proteins. As no mutation has been observed in these identified epitopes among the available 2019-nCoV sequences (as of 29 January 2020), immune targeting of these epitopes may potentially offer protection against 2019-nCoV. For the T cell epitopes, we performed a population coverage analysis of the associated MHC alleles and proposed a set of epitopes that is estimated to provide broad coverage globally, as well as in China. Our findings provide a screened set of epitopes that can help guide experimental efforts towards the development of vaccines against 2019-nCoV.",Copied,NA,1,0.429269997,keep,578,0.19455117,2,1,0,0,1,33065,biorxiv,04/02/2020,TRUE,Preliminary identification of potential vaccine targets for 2019-nCoV based on SARS-CoV immunological studies,4,3308,34,5,7,cc_by_nc,new results,bioinformatics,"Ahmed, S. F.; Quadeer, A. A.; McKay, M. R.",3,Matthew R. McKay,The Hong Kong University of Science and Technology,1,PHRASE,Hong Kong University of Science and Technology,China,CN,10.3390/v12030254,Preliminary Identification of Potential Vaccine Targets for the COVID-19 Coronavirus (SARS-CoV-2) Based on SARS-CoV Immunological Studies,26/02/2020,Viruses,MDPI AG,22,TRUE,gold,TRUE
87,10.1101/2020.02.04.20020503,"We developed a computational tool to assess the risk of novel coronavirus outbreaks outside China. We estimate the dependence of the risk of a major outbreak in a country from imported cases on key parameters such as: (i) the evolution of the cumulative number of cases in mainland China outside the closed areas; (ii) the connectivity of the destination country with China, including baseline travel frequencies, the effect of travel restrictions, and the efficacy of entry screening at destination; (iii) the efficacy of control measures in the destination country (expressed by the local reproduction number Rloc). We found that in countries with low connectivity to China but with relatively high Rloc, the most beneficial control measure to reduce the risk of outbreaks is a further reduction in their importation number either by entry screening or travel restrictions. Countries with high connectivity but low Rloc benefit the most from policies that further reduce Rloc. Countries in the middle should consider a combination of such policies. Risk assessments were illustrated for selected groups of countries from America, Asia and Europe, and we investigated how their risks depend on those parameters, and how the risk is increasing in time as the number of cases in China is growing.",Copied,NA,0,0.008468052,keep,14,0.003079292,0,0,0,0,0,63055,medrxiv,05/02/2020,TRUE,Risk assessment of novel coronavirus 2019-nCoVoutbreaks outside China,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,epidemiology,"Boldog, P.; Tekeli, T.; Vizi, Z.; Denes, A.; Bartha, F.; Rost, G.",6,Attila Denes,University of Szeged,1,PHRASE,University of Szeged,Hungary,HU,10.3390/jcm9020571,Risk Assessment of Novel Coronavirus COVID-19 Outbreaks Outside China,25/02/2020,Journal of Clinical Medicine,MDPI AG,20,TRUE,gold,TRUE
88,10.1101/2020.02.06.20020974,"Background: Since December 2019, acute respiratory disease (ARD) due to 2019 novel coronavirus (2019-nCoV) emerged in Wuhan city and rapidly spread throughout China. We sought to delineate the clinical characteristics of these cases. Methods: We extracted the data on 1,099 patients with laboratory-confirmed 2019-nCoV ARD from 552 hospitals in 31 provinces/provincial municipalities through January 29th, 2020. Results: The median age was 47.0 years, and 41.90% were females. Only 1.18% of patients had a direct contact with wildlife, whereas 31.30% had been to Wuhan and 71.80% had contacted with people from Wuhan. Fever (87.9%) and cough (67.7%) were the most common symptoms. Diarrhea is uncommon. The median incubation period was 3.0 days (range, 0 to 24.0 days). On admission, ground-glass opacity was the typical radiological finding on chest computed tomography (50.00%). Significantly more severe cases were diagnosed by symptoms plus reverse-transcriptase polymerase-chain-reaction without abnormal radiological findings than non-severe cases (23.87% vs. 5.20%, P<0.001). Lymphopenia was observed in 82.1% of patients. 55 patients (5.00%) were admitted to intensive care unit and 15 (1.36%) succumbed. Severe pneumonia was independently associated with either the admission to intensive care unit, mechanical ventilation, or death in multivariate competing-risk model (sub-distribution hazards ratio, 9.80; 95% confidence interval, 4.06 to 23.67). Conclusions: The 2019-nCoV epidemic spreads rapidly by human-to-human transmission. Normal radiologic findings are present among some patients with 2019-nCoV infection. The disease severity (including oxygen saturation, respiratory rate, blood leukocyte/lymphocyte count and chest X-ray/CT manifestations) predict poor clinical outcomes.",Copied,NA,1,0.879471657,keep,2751,0.760594386,11,10,1,4,2,63093,medrxiv,09/02/2020,TRUE,Clinical characteristics of 2019 novel coronavirus infection in China,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,respiratory medicine,"Guan, W.-j.; Ni, Z.-y.; Hu, Y.; Liang, W.-h.; Ou, C.-q.; He, J.-x.; Liu, L.; Shan, H.; Lei, C.-l.; Hui, D. S.; Du, B.; Li, L.-j.; Zeng, G.; Yuen, K.-Y.; Chen, R.-c.; Tang, C.-l.; Wang, T.; Chen, P.-y.; Xiang, J.; Li, S.-y.; Wang, J.-l.; Liang, Z.-j.; Peng, Y.-x.; Wei, L.; Liu, Y.; Hu, Y.-h.; Peng, P.; Wang, J.-m.; Liu, J.-y.; Chen, Z.; Li, G.; Zheng, Z.-j.; Qiu, S.-q.; Luo, J.; Ye, C.-j.; Zhu, S.-y.; Zhong, N.-s.",37,Nan-shan Zhong,Guangzhou Institute of Respiratory Health,NA,NA,NA,NA,NA,10.1056/nejmoa2002032,Clinical Characteristics of Coronavirus Disease 2019 in China,28/02/2020,New England Journal of Medicine,Massachusetts Medical Society,19,TRUE,bronze,FALSE
89,10.1101/2020.02.10.20021758,"Objective: Widespread metabolic changes are seen in neurodegenerative disease and could be used as biomarkers for diagnosis and disease monitoring. They may also reveal disease mechanisms that could be a target for therapy. In this study we looked for blood-based biomarkers in syndromes associated with frontotemporal lobar degeneration. Methods: Plasma metabolomic profiles were measured from 134 patients with frontotemporal lobar degeneration (behavioural variant frontotemporal dementia n=30, non fluent variant primary progressive aphasia n=26, progressive supranuclear palsy n=45, corticobasal syndrome n=33) and 32 healthy controls. Results: Forty-nine of 842 metabolites were significantly altered in frontotemporal lobar degeneration (after false-discovery rate correction for multiple comparisons). These were distributed across a wide range of metabolic pathways including amino acids, energy and carbohydrate, cofactor and vitamin, lipid and nucleotide pathways. The metabolomic profile supported classification between frontotemporal lobar degeneration and controls with high accuracy (88.1-96.6%) while classification accuracy was lower between the frontotemporal lobar degeneration syndromes (72.1-83.3%). One metabolic profile, comprising a range of different pathways, was consistently identified as a feature of each disease versus controls: the degree to which a patient expressed this metabolomic profile was associated with their subsequent survival (hazard ratio 0.74 [0.59-0.93], p=0.0018). Conclusions: The metabolic changes in FTLD are promising diagnostic and prognostic biomarkers. Further work is required to replicate these findings, examine longitudinal change, and test their utility in differentiating between FTLD syndromes that are pathologically distinct but phenotypically similar.",Copied,NA,0,0.015434606,keep,61,0.014351476,1,0,0,0,1,63143,medrxiv,12/02/2020,FALSE,Metabolomic changes associated with frontotemporal lobar degeneration syndromes,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,neurology,"Murley, A. G.; Jones, P. S.; Coyle-Gilchrist, I.; Bowns, L.; Wiggins, J.; Tsvetanov, K. A.; Rowe, J. B.",7,Alexander G. Murley,University of Cambridge,1,PHRASE,University of Cambridge,United Kingdom,GB,10.1007/s00415-020-09824-1,Metabolomic changes associated with frontotemporal lobar degeneration syndromes,10/04/2020,Journal of Neurology,Springer Science and Business Media LLC,58,TRUE,hybrid,FALSE
90,10.1101/2020.02.11.20020735,"Background To analyse the impact of the Novel Coronavirus Pneumonia (NCP) outbreak on the facemask shortage in China and provide insight into the development of emergency plans for future infectious disease outbreaks. Methods Policy review using government websites and shortage analysis using mathematical modelling based on data obtained from the National Health Commission (NHC), the Ministry of Industry and Information Technology (MIIT), and the Center for Disease Control and Prevention (CDC) of the Peoples Republic of China. Findings Supplies of facemasks in the whole of China would have been sufficient for both the healthcare workers and the general population if the NCP outbreak only occurred in Hubei province. However, if the outbreak occurred in both Hubei and Guangdong provinces, facemask supplies in the whole of China could last for 34 days if no alternative public health intervention was introduced. There would be a shortage of 480 million facemasks by mid-February 2020. If the outbreak occurred in the whole of China, facemask supplies could only last for 16 days and the shortage would considerably worsen, with a shortage of 11.5 billion facemasks by mid-February 2020. Interpretation In light of the novel coronavirus outbreak in China, insufficient medical resources (e.g., shortage of facemasks) can considerably compromise the efficacy of public health measures. An effective public health intervention should also consider the adequacy and affordability of existing medical resources. Global collaboration should be strengthened to prevent the development of a global pandemic from a regional epidemic via easing the medical resources crisis in the affected countries.",Copied,NA,2,0.863306279,keep,4835,1,8,4,0,11,2,63133,medrxiv,12/02/2020,TRUE,Facemask shortage and the novel coronavirus (2019-nCoV) outbreak: Reflection on public health measures,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,public and global health,"Wu, H.; Huang, J.; Zhang, C. J.; He, Z.; Ming, W.-k.",5,Wai-kit Ming,"Department of Public Health and Preventive Medicine, School of Medicine, Jinan University, Guangzhou, China",1,PHRASE,Jinan University,China,CN,10.1016/j.eclinm.2020.100329,Facemask shortage and the novel coronavirus disease (COVID-19) outbreak: Reflections on public health measures,03/04/2020,EClinicalMedicine,Elsevier BV,51,TRUE,gold,TRUE
91,10.1101/2020.02.11.20022186,"Since the first suspected case of novel coronavirus (2019 nCoV) infected pneumonia (NCIP) on December 1st, 2019, in Wuhan, Hubei Province, China, a total of 40,235 confirmed cases and 909 deaths have been reported in China up to February 10, 2020, evoking fear locally and internationally. Here, based on the publicly available epidemiological data (WHO, CDC, ECDC, NHC and DXY) for Hubei from January 11 to February 10, 2020, we provide estimates of the main epidemiological parameters, i.e. the basic reproduction number (R0) and the infection, recovery and mortality rates, along with their 90% confidence intervals. As the number of infected individuals, especially of those with asymptomatic or mild courses, is suspected to be much higher than the official numbers, we have repeated the calculations under a scenario that considers five times the number of confirmed infected cases and eight times the number of recovered. Our computations and analysis were based on a mean field Susceptible-Infected-Recovered-Dead (SIRD) model. Thus, based on the SIRD simulations, the estimated average value of R0 was found to be 2.5, while the one computed by the official counts of the confirmed cases from the 11th of January until the 18th of January was found to be 4.6. Furthermore, on the estimated parameters from both scenarios, we provide tentative three-week forecasts of the evolution of the outbreak at the epicenter. Our forecasting flashes a note of caution for the presently unfolding outbreak in China. Based on the official counts for confirmed cases, the cumulative number of infected will surpass 68,000 (as a lower bound) and could reach 140,000 (with an upper bound of 290,000) by February 29. Regarding the number of deaths, simulations forecast that on the basis of current data and estimations on the official count of infected people in the population, the death toll might exceed 7,000 by February 29; however, our analysis further reveals a significant decline of the mortality rate to which various factors may have contributed, such as the severe control measures taken in Hubei, China (e.g. quarantine and hospitalization of infected individuals), but also a high underestimation of the number of infected and recovered people in the population, which will hopefully lower the death toll.",Copied,NA,0,0.653298836,keep,2836,0.550175568,5,5,7,2,2,63169,medrxiv,13/02/2020,TRUE,"Data-Based Analysis, Modelling and Forecasting of the novel Coronavirus (2019-nCoV) outbreak",5,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,infectious diseases,"Anastassopoulou, C.; Russo, L.; Tsakris, A.; Siettos, C.",4,Constantinos Siettos,University of Naples Federico II,1,PHRASE,University of Naples Federico II,Italy,IT,10.1371/journal.pone.0230405,"Data-based analysis, modelling and forecasting of the COVID-19 outbreak",31/03/2020,PLOS ONE,Public Library of Science (PLoS),47,TRUE,gold,TRUE
92,10.1101/2020.02.11.944462,"The outbreak of a novel betacoronavirus (2019-nCov) represents a pandemic threat that has been declared a public health emergency of international concern. The CoV spike (S) glycoprotein is a key target for urgently needed vaccines, therapeutic antibodies, and diagnostics. To facilitate medical countermeasure (MCM) development we determined a 3.5 [A]-resolution cryo-EM structure of the 2019-nCoV S trimer in the prefusion conformation. The predominant state of the trimer has one of the three receptor-binding domains (RBDs) rotated up in a receptor-accessible conformation. We also show biophysical and structural evidence that the 2019-nCoV S binds ACE2 with higher affinity than SARS-CoV S. Additionally we tested several published SARS-CoV RBD-specific monoclonal antibodies and found that they do not have appreciable binding to nCoV-2019 S, suggesting antibody cross-reactivity may be limited between the two virus RBDs. The atomic-resolution structure of 2019-nCoV S should enable rapid development and evaluation of MCMs to address the ongoing public health crisis.",Copied,NA,0,0.163392857,keep,232,0.108035714,1,0,2,0,1,34152,biorxiv,15/02/2020,TRUE,Cryo-EM Structure of the 2019-nCoV Spike in the Prefusion Conformation,1,2470,38,12,1,cc_by,new results,microbiology,"Wrapp, D.; Wang, N.; Corbett, K. S.; Goldsmith, J. A.; Hsieh, C.-L.; Abiona, O.; Graham, B. S.; McLellan, J. S.",8,Jason S McLellan,The University of Texas at Austin,1,PHRASE,The University of Texas at Austin,United States,US,10.1126/science.abb2507,Cryo-EM structure of the 2019-nCoV spike in the prefusion conformation,19/02/2020,Science,American Association for the Advancement of Science (AAAS),4,TRUE,hybrid,FALSE
93,10.1101/2020.02.13.20022806,"A novel coronavirus (SARS-CoV-2) first detected in Wuhan, China, has spread rapidly since December 2019, causing over 45,000 PCR confirmed infections and more than 1,000 fatalities (as of Feb 12, 2020). Imported cases and small transmission clusters have been reported globally. Early data suggest the virus transmits readily and a pandemic cannot be ruled out. Data from routine diagnostics show a strong and consistent seasonal variation of the four endemic coronaviruses (229E, HKU1, NL63, OC43). We use these data to explore the effect of seasonal variation in transmissibility on a potential SARS-CoV-2 pandemic. A model allowing for many subpopulations of different size with variable parameters of SARS-CoV-2 spread shows how a pandemic could unfold in 2020-2022. Simulations of different scenarios show that plausible parameters result in a peak in temperate regions of the Northern Hemisphere in winter 2020/2021. A smaller range of parameters suggests a peak in the first half of 2020 or two peaks of similar magnitude. Variation in transmission and migration rates can result in substantial variation in prevalence between regions. While the uncertainty in parameters is large, the scenarios we explore show that transient reductions in the incidence rate might be due to a combination of seasonal variation and infection control efforts but do not necessarily mean the epidemic is contained. Seasonal forcing on SARS-CoV-2 should thus be taken into account in the further monitoring of the global transmission. The likely aggregated effect of seasonal variation, infection control measures, and transmission rate variation is a prolonged pandemic wave with lower prevalence at any given time, thereby providing a window of opportunity for better preparation of health care systems.",Copied,NA,0,0.575721862,keep,858,0.244549204,3,2,2,0,1,63186,medrxiv,17/02/2020,TRUE,Impact of seasonal forcing on a potential SARS-CoV-2 pandemic,2,NA,NA,NA,NA,cc_by_nc,PUBLISHAHEADOFPRINT,epidemiology,"Neher, R. A.; Dyrdak, R.; Druelle, V.; Hodcroft, E. B.; Albert, J.",5,Richard A Neher,University of Basel,1,PHRASE,University of Basel,Switzerland,CH,10.4414/smw.2020.20224,Potential impact of seasonal forcing on a SARS-CoV-2 pandemic,16/03/2020,Swiss Medical Weekly,"EMH Swiss Medical Publishers, Ltd.",28,TRUE,gold,TRUE
94,10.1101/2020.02.13.945485,"The ongoing outbreak of viral pneumonia in China and beyond is associated with a novel coronavirus, provisionally termed 2019-nCoV. This outbreak has been tentatively associated with a seafood market in Wuhan, China, where the sale of wild animals may be the source of zoonotic infection. Although bats are likely reservoir hosts for 2019-nCoV, the identity of any intermediate host facilitating transfer to humans is unknown. Here, we report the identification of 2019-nCoV related coronaviruses in pangolins (Manis javanica) seized in anti-smuggling operations in southern China. Metagenomic sequencing identified pangolin associated CoVs that belong to two sub-lineages of 2019-nCoV related coronaviruses, including one very closely related to 2019-nCoV in the receptor-binding domain. The discovery of multiple lineages of pangolin coronavirus and their similarity to 2019-nCoV suggests that pangolins should be considered as possible intermediate hosts for this novel human virus and should be removed from wet markets to prevent zoonotic transmission.",Copied,NA,0,0.798976268,keep,397,0.186598418,2,0,2,0,1,34365,biorxiv,18/02/2020,TRUE,Identification of 2019-nCoV related coronaviruses in Malayan pangolins in southern China,1,2427,15,3,5,cc_no,new results,microbiology,"Lam, T. T.-Y.; Shum, M. H.-H.; Zhu, H.-C.; Tong, Y.-G.; Ni, X.-B.; Liao, Y.-S.; Wei, W.; Cheung, W. Y.-M.; Li, W.-J.; Li, L.-F.; Leung, G. M.; Holmes, E. C.; Hu, Y.-L.; Guan, Y.",14,Yi Guan,"The University of Hong Kong, Shantou University",1,PHRASE,Shantou University,China,CN,10.1038/s41586-020-2169-0,Identifying SARS-CoV-2-related coronaviruses in Malayan pangolins,26/03/2020,Nature,Springer Science and Business Media LLC,37,TRUE,bronze,FALSE
95,10.1101/2020.02.14.20022897,"The impact of the drastic reduction in travel volume within mainland China in January and February 2020 was quantified with respect to reports of novel coronavirus (COVID-19) infections outside China. Data on confirmed cases diagnosed outside China were analyzed using statistical models to estimate the impact of travel reduction on three epidemiological outcome measures: (i) the number of exported cases, (ii) the probability of a major epidemic, and (iii) the time delay to a major epidemic. From 28 January to 7 February 2020, we estimated that 226 exported cases (95% confidence interval: 86, 449) were prevented, corresponding to a 70.4% reduction in incidence compared to the counterfactual scenario. The reduced probability of a major epidemic ranged from 7% to 20% in Japan, which resulted in a median time delay to a major epidemic of two days. Depending on the scenario, the estimated delay may be less than one day. As the delay is small, the decision to control travel volume through restrictions on freedom of movement should be balanced between the resulting estimated epidemiological impact and predicted economic fallout.",Copied,NA,0,4.39E-04,keep,0,0,0,0,0,0,0,63195,medrxiv,17/02/2020,TRUE,Assessing the impact of reduced travel on exportation dynamics of novel coronavirus infection (COVID-19),1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,epidemiology,"Anzai, A.; Kobayashi, T.; Linton, N. M.; Kinoshita, R.; Hayashi, K.; Suzuki, A.; Yang, Y.; Jung, S.; Miyama, T.; Akhmetzhanov, A. R.; Nishiura, H.",11,Hiroshi Nishiura,Hokkaido University,1,PHRASE,Hokkaido University,Japan,JP,10.3390/jcm9020601,Assessing the Impact of Reduced Travel on Exportation Dynamics of Novel Coronavirus Infection (COVID-19),25/02/2020,Journal of Clinical Medicine,MDPI AG,8,TRUE,gold,TRUE
96,10.1101/2020.02.15.20023374,"Mutations in the sphingomyelin phosphodiesterase 1 (SMPD1) gene were reported to be associated with Parkinson disease (PD) and dementia with Lewy bodies (DLB). The majority of patients with isolated rapid eye movement sleep behavior disorder (iRBD) develop PD or DLB later in life, suggesting that iRBD is a prodromal phase of these two conditions. In the current study we aimed to evaluate the role of SMPD1 variants in iRBD. SMPD1 and its untranslated regions were sequenced using targeted next-generation sequencing in 959 iRBD patients and 1,287 controls from European descent. Logistic regression adjusted for sex and age showed no significant associations with two common variants and iRBD (rs1050239 and rs8164). The frequency of all rare nonsynonymous SMPD1 variants (minor allele frequency <1%) was found to be twice as high in cases than in controls (1.46% vs. 0.70%, Fisher's exact test p=0.09) but there was no statistically significant burden (p=0.64). Our study reports no statistically significant association of SMPD1 variants and iRBD. It is hence unlikely that SMPD1 plays a major role in iRBD.",Copied,NA,0,0.544811321,keep,829,0.441037736,1,0,1,0,1,63204,medrxiv,18/02/2020,FALSE,SMPD1 variants do not have a major role in REM sleep behavior disorder,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,neurology,"Rudakou, U.; Futhey, N. C.; Krohn, L. M.; Ruskey, J. A.; Heilbron, K.; Cannon, P.; Alam, A.; Arnulf, I.; Hu, M. T. M.; Montplaisir, J. Y.; Gagnon, J.-F.; Desautels, A.; Dauvilliers, Y.; Toffoli, M.; Gigli, G. L.; Valente, M.; Ho¨gl, B.; Stefani, A.; Holzknecht, E.; Sonka, K.; Kemlink, D.; Oertel, W.; Janzen, A.; Plazzi, G.; Antelmi, E.; Figorilli, M.; Puligheddu, M.; Mollenhauer, B.; Trenkwalder, C.; Sixel-Do¨ring, F.; Cochen De Cock, V.; Monaca, C. C.; Heidbreder, A.; Ferini-Strambi, L.; Dijkstre, F.; Viaene, M.; Beatriz, A.; Boeve, B. F.; Postuma, R. B.; Rouleau, G.; Gan-Or, Z.",41,Ziv Gan-Or,McGill University,1,PHRASE,McGill University,Canada,CA,10.1016/j.neurobiolaging.2020.04.005,SMPD1 variants do not have a major role in rapid eye movement sleep behavior disorder,18/04/2020,Neurobiology of Aging,Elsevier BV,60,TRUE,green,FALSE
